what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1318307200419
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1318307200419
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1318307200419
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1318307200419
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1318307200419
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1318307200419
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1318307200419
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1318307200419
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1318307200419
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1318307200419
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1318307200419
started,bundle,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.core",1318307200435
os,sysinfo,,,"win32",1318307200435
arch,sysinfo,,,"x86",1318307200435
ws,sysinfo,,,"win32",1318307200435
locale,sysinfo,,,"en_US",1318307200435
processors,sysinfo,,,"4",1318307200435
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1318307200435
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1318307200435
java.specification.name,sysinfo,,,"Java Platform API Specification",1318307200435
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318307200435
java.specification.version,sysinfo,,,"1.6",1318307200435
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1318307200435
java.version,sysinfo,,,"1.6.0_24",1318307200435
java.vm.info,sysinfo,,,"mixed mode, sharing",1318307200435
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1318307200435
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1318307200435
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318307200435
java.vm.specification.version,sysinfo,,,"1.0",1318307200435
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1318307200435
java.vm.version,sysinfo,,,"19.1-b02",1318307200435
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1318307211074
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1318307211074
